Batch	Flag	MMS	OCLC	Details	Title
	EDIT-CIP	99383865103806576		Extent: pages cm.	Natural stone and world heritage : the castles and town walls of King Edward in Gwynedd / Ruth Siddall, University College London, London, UK.
	EDIT-Series490-untraced	99383865103806576		Series statement (untraced): Natural stone and world heritage	
	CHECK-ENCODING	99383865104006576		Encoding level: 8	Natural stone and world heritage : UNESCO sites in Germany / edited by: Angela Ehling, BGR, Berlin, Germany, Friedrich Häfner, Budenheim, Germany, Prof. Dr. Heiner Siedel, Institute of Geotechnial Engineering, TU Dresden, Dresden, Germany.
	EDIT-CIP	99383865104006576		Extent: pages cm	Natural stone and world heritage : UNESCO sites in Germany / edited by: Angela Ehling, BGR, Berlin, Germany, Friedrich Häfner, Budenheim, Germany, Prof. Dr. Heiner Siedel, Institute of Geotechnial Engineering, TU Dresden, Dresden, Germany.
	CHECK-ENCODING	99383865501606576		Encoding level: 8	Forensic colonialism : genetics and the capture of indigenous peoples / Mark Munsterhjelm.
	CHECK-ENCODING	990201962360306576	(OCoLC)22911484	Encoding level: a	The great cosmic mother : rediscovering the religion of the earth / Monica Sjöö and Barbara Mor.
	CHECK-ENCODING	990202067240306576	(OCoLC)243546011	Encoding level: 0	Between medieval men : male friendship and desire in early medieval English literature / David Clark.
	CHECK-ENCODING	990204691880306576	(OCoLC)56490565	Encoding level: a	The problem of consciousness : new essays in phenomenological philosophy of mind / edited by Evan Thompson.
	EDIT-440	990204691880306576	(OCoLC)56490565	Series, obsolete field: Canadian journal of philosophy.Supplementary volume ;29	
	EDIT-Series490-untraced	990204691880306576	(OCoLC)56490565	Series statement (untraced): Canadian journal of philosophy. Supplementary volume ;29FBoU	
	CHECK-ENCODING	990205018790306576	(OCoLC)73175947	Encoding level: 0	The sun also rises / Ernest Hemingway.
	CHECK-ENCODING	990209650870306576	(OCoLC)21118954	Encoding level: 0	Off the road : my years with Cassady, Kerouac, and Ginsberg / Carolyn Cassady.
	CHECK-ENCODING	990211647030306576	(OCoLC)50751491	Encoding level: 0	Silent spring / Rachel Carson ; introduction by Linda Lear ; afterword by Edward O. Wilson ; [drawings by Lois and Louis Darling].
	CHECK-ENCODING	990226820020306576	(OCoLC)50623266	Encoding level: a	Russia's policy challenges : security, stability, and development / Stephen K. Wegren, editor.
	CHECK-Series490-traced	990235561830306576	(OCoLC)2423374	Series statement (traced): The Literature of death and dying	
	CHECK-ENCODING	990239978230306576	(OCoLC)663459751	Encoding level: 0	Extra/ordinary : craft and contemporary art / edited by Maria Elena Buszek.
	CHECK-ENCODING	990241174200306576	(OCoLC)598305067	Encoding level: 0	Postcolonial ecologies : literatures of the environment / edited by Elizabeth DeLoughrey and George B. Handley.
	CHECK-ENCODING	990243479320306576	(OCoLC)61689059	Encoding level: 0	Art as experience / by John Dewey.
	CHECK-ENCODING	990248224530306576	(OCoLC)62421288	Encoding level: 0	On writing well : the classic guide to writing nonfiction / William Zinsser.
	CHECK-ENCODING	990248321040306576	(OCoLC)22984659	Encoding level: 0	Chain reaction : the impact of race, rights, and taxes on American politics / Thomas Byrne Edsall with Mary D. Edsall.
	CHECK-ENCODING	990252106980306576	(OCoLC)317919744	Encoding level: 0	More than just race : being black and poor in the inner city / William Julius Wilson.
	CHECK-Series490-traced	990252106980306576	(OCoLC)317919744	Series statement (traced): Issues of our timeFTaSU	
	CHECK-ENCODING	990279874600306576	(OCoLC)06889307	Encoding level: i	Italian baroque drawings / [written by] Nicholas Turner.
	CHECK-Multi050	990279874600306576	(OCoLC)06889307	050-1: NC255.T87 050-2: NC255.T87 1980	Italian baroque drawings / [written by] Nicholas Turner.
	EDIT-440	990279874600306576	(OCoLC)06889307	Series, obsolete field: British Museum prints and drawings series	
	EDIT-Series490-untraced	990279874600306576	(OCoLC)06889307	Series statement (untraced): Colonnade booksFTaSUFOFT	
	CHECK-ENCODING	990283650960306576	(OCoLC)36252820	Encoding level: a	Lord of the flies : a novel / by William Golding ; introduction by E.M. Forster ; with a biographical and critical note by E.L. Epstein.
	CHECK-Series490-traced	990330760520306576	(OCoLC)881450720	Series statement (traced): Advances in psychotherapy--evidence based practice series ;volume 29	
	CHECK-ENCODING	990337942940306576	(OCoLC)904047318	Encoding level: 0	Yayoi Kusama : inventing the singular / Midori Yamamura.
	CHECK-ENCODING	990339895640306576	(OCoLC)886476985	Encoding level: 0	Rethinking the black freedom movement / Yohuru Williams.
	CHECK-Series490-traced	990339895640306576	(OCoLC)886476985	Series statement (traced): American social and political movements of the twentieth century	
	CHECK-ENCODING	990348409250306576	(OCoLC)930059090	Encoding level: 0	Albrecht Dürer : documentary biography : Dürer's personal and aesthetic writings, words on pictures, family, legal and business documents, the artist in the writings of contemporaries / edition, translation, commentary by Jeffrey Ashcroft.
	CHECK-ENCODING	990352967740306576	(OCoLC)982653401	Encoding level: 0	Transgender psychoanalysis : a Lacanian perspective on sexual difference / Patricia Gherovici.
	CHECK-NonPrint	990352967740306576	(OCoLC)982653401	Check Bib record	Transgender psychoanalysis : a Lacanian perspective on sexual difference / Patricia Gherovici.
	CHECK-ENCODING	990370505610306576	(OCoLC)1097960531	Encoding level: 0	Black metaphors : how modern racism emerged from medieval race-thinking / Cord J. Whitaker.
	CHECK-Series490-traced	990370505610306576	(OCoLC)1097960531	Series statement (traced): The Middle Ages series	
	CHECK-ENCODING	990381098290306576	(OCoLC)946908214	Encoding level: 0	Fundraising principles and practice / Adrian Sargeant, Jen Shang, and Associates.
	CHECK-ENCODING	99383843605306576		Encoding level: 7	Reimagining Apocalypticism: Apocalyptic Literature in the Dead Sea Scrolls and Related Writings.
	CHECK-ENCODING	99383843902006576	(OCoLC)1088600410	Encoding level: 0	Trafficking culture : new directions in researching the global market in illicit antiquities / Simon Mackenzie, Neil Brodie, and Donna Yates with Christos Tsirogiannis.
	CHECK-Series490-traced	99383847205306576	(OCoLC)1355805197	Series statement (traced): Rochester studies in medical history,1526-2715[52]	
	CHECK-ENCODING	99383848703006576		Encoding level: 7	Jewish-Ukrainian Relations and the Birth of a Political Nation: Selected Writings 2013-2021.
	CHECK-ENCODING	99383849999006576	(OCoLC)1293060186	Encoding level: i	Getting along : how to work with anyone (even difficult people) / Amy Gallo.
	CHECK-ENCODING	99383850001106576	(OCoLC)1136491225	Encoding level: 0	Somehow, crystal / Tanaka Yasuo ; translated by Christopher Smith.
	CHECK-ENCODING	99383850002706576		Encoding level: 7	Bruno Blau: Ein Deutsch-Judisches Leben.
	CHECK-ENCODING	99383850102406576	(OCoLC)1045209454	Encoding level: 0	Modern condensed matter physics / Steven M. Girvin, Kun Yang.
	CHECK-ENCODING	99383850303706576		Encoding level: 7	Candrakirti's Madhyamakavatarabhasya: Chapters 1 to 5.
	CHECK-Series490-traced	99383853405206576	(OCoLC)1371485682	Series statement (traced): Early American histories	
	CHECK-ENCODING	99383854204606576	(OCoLC)660088182	Encoding level: a	Level three leadership : getting below the surface / James G. Clawson.
	CHECK-ENCODING	99383854492806576		Encoding level: 8	Social development / Ross D. Parke, Glenn Roisman, Amanda Rose.
	EDIT-CIP	99383854492806576		Extent: pages cm	Social development / Ross D. Parke, Glenn Roisman, Amanda Rose.
	CHECK-ENCODING	99383854601306576		Encoding level: 7	The Inequality Reader: Contemporary and Foundational Readings in Race.
	CHECK-ENCODING	99383856072806576	(OCoLC)17548829	Encoding level: 0	Beloved : a novel / by Toni Morrison.
	CHECK-Series490-traced	99383856072806576	(OCoLC)17548829	Series statement (traced): Plume contemporary fiction	
	CHECK-ENCODING	99383856075006576		Encoding level: 8	Play it as it lays / Joan Didion.
	CHECK-ENCODING	99383856095706576	(OCoLC)907948558	Encoding level: i	Immunology and psychiatry : from basic research to therapeutic interventions / Norbert Müller, Aye-Mu Myint, Markus J. Schwarz, editors.
	CHECK-Series490-traced	99383856095706576	(OCoLC)907948558	Series statement (traced): Current topics in neurotoxicity,2363-9563	
	CHECK-NonPrint	99383856095706576	(OCoLC)907948558	Check Bib record	Immunology and psychiatry : from basic research to therapeutic interventions / Norbert Müller, Aye-Mu Myint, Markus J. Schwarz, editors.
	CHECK-Series490-traced	99383857302706576	(OCoLC)1369277739	Series statement (traced): Elements	
	CHECK-ENCODING	99383857303706576		Encoding level: 7	Personnel Management in Government: Politics and Process.
	CHECK-ENCODING	99383864974606576		Encoding level: 7	Pen.
	CHECK-ENCODING	99383864978506576	(OCoLC)1124282271	Encoding level: i	Florence Adler swims forever / Rachel Beanland.
	CHECK-ENCODING	99383864979406576	(OCoLC)180204960	Encoding level: a	Approaches to teaching Pynchon's The crying of lot 49 and other works / edited by Thomas H. Schaub.
	EDIT-440	99383864979406576	(OCoLC)180204960	Series, obsolete field: Approaches to teaching world literature ;99	
	EDIT-Series490-untraced	99383864979406576	(OCoLC)180204960	Series statement (untraced): Approaches to teaching world literature ;99FBoU	
	CHECK-ENCODING	99383864982406576	(OCoLC)793578925	Encoding level: 0	Journey to the center of the Earth ; Twenty thousand leagues under the sea ; Round the world in eighty days / Jules Verne ; with an introduction by Tim Farrant.
	CHECK-Series490-traced	99383864982406576	(OCoLC)793578925	Series statement (traced): Everyman's library ;351	
	CHECK-ENCODING	99383864983306576	(OCoLC)34476446	Encoding level: a	The sun also rises / Ernest Hemingway.
	EDIT-Series490-untraced	99383864983306576	(OCoLC)34476446	Series statement (untraced): Scribner classicsFBoUFTaFAFMFIU	
	CHECK-ENCODING	99383864986306576	(OCoLC)28181796	Encoding level: a	Heart of darkness / Joseph Conrad.
	EDIT-Series490-untraced	99383864986306576	(OCoLC)28181796	Series statement (untraced): Everyman's libraryFU	
	EDIT-Series490-untraced	99383865102106576		Series statement (untraced): Juan de la Cuesta Hispanic monographs	
	EDIT-Series490-untraced	99383865102106576		Series statement (untraced): Juan de la Cuesta Hispanic monographs. Series: UCLA Center for 17th- and 18th-century studies. The comedia in translation and performance ;no. 12	
	CHECK-MultipleSeries490	99383865102106576		Check Bib record	The courage to right a woman's wrongs / Ana Caro Mallén de Soto ; translated by The UCLA Working Group on the Comedia in Translation and Performance: Marta Albalá Pelegrín [and sixteen others].
	CHECK-ENCODING	990201877660306576	(OCoLC)09326461	Encoding level: a	Second-hand knowledge : an inquiry into cognitive authority / Patrick Wilson.
	CHECK-Multi050	990201877660306576	(OCoLC)09326461	050-1: BD175.W55 1983 050-2: BD175.W55	Second-hand knowledge : an inquiry into cognitive authority / Patrick Wilson.
	EDIT-440	990201877660306576	(OCoLC)09326461	Series, obsolete field: Contributions in librarianship and information science,0084-9243 ;no. 44	
	EDIT-440	990201877660306576	(OCoLC)09326461	Series, obsolete field: Contributions in librarianship and information science ;no. 44	
	CHECK-ENCODING	990202461400306576	(OCoLC)56413383	Encoding level: i	In a queer time and place : transgender bodies, subcultural lives / Judith Halberstam.
	CHECK-Series490-traced	990202461400306576	(OCoLC)56413383	Series statement (traced): Sexual cultures	
	CHECK-ENCODING	990203929970306576	(OCoLC)50560445	Encoding level: 0	Open mike : reflections on philosophy, race, sex, culture, and religion / Michael Eric Dyson.
	CHECK-ENCODING	990216613430306576	(OCoLC)70883188	Encoding level: 0	Social dancing in America : a history and reference / Ralph G. Giordano.
	CHECK-Sets-ISBN_020A	990216613430306576	(OCoLC)70883188	ISBN:9780313333521 (vol. 2 : alk. paper) 0313333521 (vol. 2 : alk. paper) 9780313334030 (vol. 1 : alk. paper) 031333403X (vol. 1 : alk. paper) 9780313337567 (set : alk. paper) 031333756X (set : alk. paper)	
	CHECK-Sets-ISBN_020A	990216613430306576	(OCoLC)70883188	ISBN:9780313333521 (vol. 2 : alk. paper) 0313333521 (vol. 2 : alk. paper) 9780313334030 (vol. 1 : alk. paper) 031333403X (vol. 1 : alk. paper) 9780313337567 (set : alk. paper) 031333756X (set : alk. paper)	
	CHECK-Sets-ISBN_020A	990216613430306576	(OCoLC)70883188	ISBN:9780313333521 (vol. 2 : alk. paper) 0313333521 (vol. 2 : alk. paper) 9780313334030 (vol. 1 : alk. paper) 031333403X (vol. 1 : alk. paper) 9780313337567 (set : alk. paper) 031333756X (set : alk. paper)	
	CHECK-Sets-ISBN_020A	990216613430306576	(OCoLC)70883188	ISBN:9780313333521 (vol. 2 : alk. paper) 0313333521 (vol. 2 : alk. paper) 9780313334030 (vol. 1 : alk. paper) 031333403X (vol. 1 : alk. paper) 9780313337567 (set : alk. paper) 031333756X (set : alk. paper)	
	CHECK-Sets-ISBN_020A	990216613430306576	(OCoLC)70883188	ISBN:9780313333521 (vol. 2 : alk. paper) 0313333521 (vol. 2 : alk. paper) 9780313334030 (vol. 1 : alk. paper) 031333403X (vol. 1 : alk. paper) 9780313337567 (set : alk. paper) 031333756X (set : alk. paper)	
	CHECK-Sets-ISBN_020A	990216613430306576	(OCoLC)70883188	ISBN:9780313333521 (vol. 2 : alk. paper) 0313333521 (vol. 2 : alk. paper) 9780313334030 (vol. 1 : alk. paper) 031333403X (vol. 1 : alk. paper) 9780313337567 (set : alk. paper) 031333756X (set : alk. paper)	
	CHECK-ENCODING	990223111780306576	(OCoLC)595739041	Encoding level: 0	The art and science of intelligence analysis / Julian Richards.
	CHECK-ENCODING	990232742360306576	(OCoLC)06789342	Encoding level: i	Tar baby / Toni Morrison.
	CHECK-ENCODING	990262977650306576	(OCoLC)45066207	Encoding level: a	L. Annaeus Seneca Troades : introduction, text and commentary / by Atze J. Keulen.
	CHECK-Series490-traced	990262977650306576	(OCoLC)45066207	Series statement (traced): Mnemosyne, bibliotheca classica Batava. Supplementum,0169-8958 ;212	
	CHECK-ENCODING	990308279530306576	(OCoLC)775897860	Encoding level: 0	Kurt Vonnegut : letters / edited and with an introduction by Dan Wakefield.
	CHECK-ENCODING	990309083440306576	(OCoLC)783161080	Encoding level: 0	Philosophy for militants / Alain Badiou ; translated with a foreword by Bruno Bosteels.
	EDIT-ISBN_20a-to-z	990309083440306576	(OCoLC)783161080	020a: 9781844679874 (ebook)	
	EDIT-ISBN_20a-to-z	990309083440306576	(OCoLC)783161080	020a: 184467987X (ebook)	
	CHECK-ENCODING	990309957990306576	(OCoLC)657603431	Encoding level: 0	Greek and Roman sexualities : a sourcebook / Jennifer Larson.
	EDIT-Geo	990309957990306576	(OCoLC)657603431	No Geo Code; Check Bib Record for Geo Headings	Greek and Roman sexualities : a sourcebook / Jennifer Larson.
	CHECK-Series490-traced	990309957990306576	(OCoLC)657603431	Series statement (traced): Bloomsbury sources in ancient history	
	CHECK-ENCODING	990327586410306576	(OCoLC)863684393	Encoding level: 0	Sex, violence & justice : contraception and the Catholic Church / Aline H. Kalbian.
	CHECK-Series490-traced	990327586410306576	(OCoLC)863684393	Series statement (traced): Moral traditions series	
	CHECK-ENCODING	990339079730306576	(OCoLC)913556927	Encoding level: 0	Screenplay and narrative theory : the screenplectics model of complex narrative systems / George Varotsis.
	CHECK-ENCODING	990347332700306576	(OCoLC)935989265	Encoding level: 0	Beyond blaxploitation / edited by Novotny Lawrence and Gerald R. Butters, Jr.
	CHECK-Series490-traced	990347332700306576	(OCoLC)935989265	Series statement (traced): Contemporary approaches to film and media series	
	CHECK-ENCODING	990356973820306576	(OCoLC)975487326	Encoding level: 0	The fate of difficulty in the poetry of our time / edited by Charles Altieri and Nicholas D. Nace.
	CHECK-ENCODING	990379089490306576	(OCoLC)1144115558	Encoding level: i	1984 / George Orwell.
	CHECK-ENCODING	99383820905006576	(OCoLC)1231581046	Encoding level: i	Librarian's guide to online searching : cultivating database skills for research and instruction / Christopher C. Brown.
	CHECK-Series490-traced	99383840405206576	(OCoLC)1022779412	Series statement (traced): Springer protocols	
	CHECK-Series490-traced	99383840405206576	(OCoLC)1022779412	Series statement (traced): Methods in molecular biology,1064-3745 ;1781	
	CHECK-MultipleSeries490	99383840405206576	(OCoLC)1022779412	Check Bib record	Psychoneuroimmunology : methods and protocols / edited by Qing Yan.
	CHECK-Series490-traced	99383841205006576	(OCoLC)1342621924	Series statement (traced): Scientiae studies ;3	
	CHECK-Series490-traced	99383843900606576	(OCoLC)978560946	Series statement (traced): The Penguin history of the United States	
	CHECK-Series490-traced	99383843901106576	(OCoLC)1380460094	Series statement (traced): Supplements to the journal for the study of Judaism,1384-2161 ;209	
	EDIT-Series490-untraced	99383843901706576	(OCoLC)1330404116	Series statement (untraced): Oxford handbooks in religion and theology	
	EDIT-Geo	99383844195206576	(OCoLC)915174158	No Geo Code; Check Bib Record for Geo Headings	Bowery girl / Kim Taylor Blakemore.
	CHECK-Multi050	99383848703406576	(OCoLC)1295617344	050-1: DS504.5.B44 2022 050-2: Z3001.B44 2022	Beyond the book : unique and rare primary sources for East Asian studies collected in North America / Jidong Yang, editor.
	CHECK-Series490-traced	99383848703406576	(OCoLC)1295617344	Series statement (traced): Asia past & present: new research from AAS ;number 16	
	CHECK-ENCODING	99383849998506576		Encoding level: 8	Renegotiating the liberal order : evidence from the UN security council / Brian Frederking.
	EDIT-CIP	99383849998506576		Extent: pages cm	Renegotiating the liberal order : evidence from the UN security council / Brian Frederking.
	CHECK-Series490-traced	99383850000906576	(OCoLC)1355779648	Series statement (traced): Atlantic migrations and the African diaspora	
	CHECK-ENCODING	99383853404906576		Encoding level: 8	Social practices as biological niche construction / Joseph Rouse.
	EDIT-CIP	99383853404906576		Extent: pages cm	Social practices as biological niche construction / Joseph Rouse.
	CHECK-ENCODING	99383853702506576	(OCoLC)263065428	Encoding level: a	The end of the European era : 1890 to the present / Felix Gilbert, David Clay Large.
	CHECK-Series490-traced	99383853702506576	(OCoLC)263065428	Series statement (traced): The Norton history of modern Europe	
	CHECK-ENCODING	99383854489206576		Encoding level: 7	Instructional Leadership: A Research-Based Guide to Learning in Schools.
	CHECK-ENCODING	99383854490206576	(OCoLC)678880220	Encoding level: 0	The patient's brain : the neuroscience behind the doctor-patient relationship / Fabrizio Benedetti.
	CHECK-ENCODING	99383854705006576		Encoding level: 7	Social Psychology: Goals in Interaction.
	CHECK-ENCODING	99383854705306576	(OCoLC)794471242	Encoding level: 0	Beautiful trouble : a toolbox for revolution / assembled by Andrew Boyd ; with Dave Oswald Mitchell.
	CHECK-ENCODING	99383856072906576	(OCoLC)41520225	Encoding level: 0	Breakfast of champions ; or, Goodbye blue Monday! / by Kurt Vonnegut ; with drawings by the author.
	CHECK-Series490-traced	99383856081806576	(OCoLC)1260169045	Series statement (traced): Sociology re-wired	
	EDIT-Series490-untraced	99383856095906576		Series statement (untraced): Cambridge studies in biological and evolutionary anthropology ;[83]	
	CHECK-ENCODING	99383857302006576		Encoding level: 7	The Origins of Psycho-Analysis: Letters to Wilhelm Filess.
	EDIT-Series490-untraced	99383858597906576		Series statement (untraced): Sport, Culture, and Society	
	CHECK-ENCODING	99383858804806576	(OCoLC)39380186	Encoding level: 0	Love and its place in nature : a philosophical interpretation of Freudian psychoanalysis / Jonathan Lear.
	CHECK-ENCODING	99383864977406576		Encoding level: 8	The dead secret / Wilkie Collins.
	CHECK-ENCODING	99383864977506576		Encoding level: 8	Hide and seek / Wilkie Collins.
	CHECK-ENCODING	99383864977606576		Encoding level: 8	The color purple / Alice Walker ; foreword by Kiese Laymon.
	EDIT-CIP	99383864977606576		Extent: pages cm.	The color purple / Alice Walker ; foreword by Kiese Laymon.
	EDIT-Series490-untraced	99383864977606576		Series statement (untraced): Penguin Classics	
	CHECK-Series490-traced	99383864978106576	(OCoLC)1151752115	Series statement (traced): The Library of America ;338	
	CHECK-ENCODING	99383864979306576	(OCoLC)925498067	Encoding level: 0	Sanditon, Lady Susan, the History of England, &c. : the juvenilia and shorter works of Jane Austen ; with an afterword by Kathryn White.
	EDIT-Series490-untraced	99383864979306576	(OCoLC)925498067	Series statement (untraced): Macmillan collector's library ;22	
	CHECK-ENCODING	99383864979906576	(OCoLC)764346963	Encoding level: a	Novels & stories, 1950-1962 / Kurt Vonnegut ; Sidney Offit, editor.
	CHECK-Series490-traced	99383864979906576	(OCoLC)764346963	Series statement (traced): Library of America ;226	
	CHECK-ENCODING	99383864980706576	(OCoLC)922373447	Encoding level: 	One flew over the cuckoo's nest / editor, Robert C. Evans, Auburn University at Montgomery.
	CHECK-Series490-traced	99383864980706576	(OCoLC)922373447	Series statement (traced): Critical insights	
	CHECK-ENCODING	99383864982006576	(OCoLC)78790549	Encoding level: 0	Narn i chîn Húrin : the tale of the children of Húrin / J.R.R. Tolkien ; edited by Christopher Tolkien ; illustrated by Alan Lee.
	EDIT-264-missing-©	99383864982006576	(OCoLC)78790549	copyright © 2007.	
	EDIT-Series490-untraced	99383864982006576	(OCoLC)78790549	Series statement (untraced): Middle-earth universe	
	CHECK-ENCODING	99383864982506576	(OCoLC)767564508	Encoding level: 0	Hostage : a novel / Elie Wiesel ; translated from the French by Catherine Temerson.
	CHECK-ENCODING	99383864982606576	(OCoLC)60836689	Encoding level: 0	The house of the spirits / Isabel Allende ; translated from the Spanish by Magda Bogin ; with an introduction by Christopher Hitchens.
	CHECK-Series490-traced	99383864982606576	(OCoLC)60836689	Series statement (traced): Everyman's library ;281.	
	CHECK-ENCODING	99383864983206576	(OCoLC)27216488	Encoding level: a	Animal farm / George Orwell ; with an introduction by Julian Symons.
	CHECK-Series490-traced	99383864983206576	(OCoLC)27216488	Series statement (traced): Everyman's library ;150FOFTFUFTaFA	
	CHECK-ENCODING	99383864983906576	(OCoLC)37024192	Encoding level: 0	Early novels and stories / James Baldwin.
	EDIT-440	99383864983906576	(OCoLC)37024192	Series, obsolete field: The library of America ;97	
	CHECK-Series490-traced	99383864983906576	(OCoLC)37024192	Series statement (traced): The library of America series ;97FTS	
	CHECK-Series490-traced	99383864983906576	(OCoLC)37024192	Series statement (traced): The Library of America ;97FJUNF	
	CHECK-MultipleSeries490	99383864983906576	(OCoLC)37024192	Check Bib record	Early novels and stories / James Baldwin.
	CHECK-ENCODING	99383864984306576	(OCoLC)67922603	Encoding level: a	Carried away : a selection of stories / Alice Munro ; with an introduction by Margaret Atwood.
	CHECK-Series490-traced	99383864984306576	(OCoLC)67922603	Series statement (traced): Everyman's library ;302	
	CHECK-ENCODING	99383864984806576	(OCoLC)18441302	Encoding level: 0	I am alive : the tanka poems of Gotō Miyoko, 1898-1978 / translated with introduction, commentary, and notes by Reiko Tsukimura ; preface by Edward Seidensticker.
	CHECK-Series490-traced	99383864984806576	(OCoLC)18441302	Series statement (traced): Asian poetry in translation. Japan ;[#] 10	
	CHECK-ENCODING	99383864985406576	(OCoLC)41674418	Encoding level: 0	The talented Mr. Ripley ; Ripley under ground ; Ripley's game / Patricia Highsmith.
	EDIT-Series490-untraced	99383864985406576	(OCoLC)41674418	Series statement (untraced): Everyman's library ;262FMFIU	
	CHECK-ENCODING	99383864985506576	(OCoLC)50799609	Encoding level: a	The big sleep : Farewell, my lovely ; The high window / Raymond Chandler ; with an introduction by Diane Johnson.
	CHECK-Series490-traced	99383864985506576	(OCoLC)50799609	Series statement (traced): Everyman's library ;255FOFTFU	
	CHECK-ENCODING	99383864985806576	(OCoLC)673772884	Encoding level: 0	Blood meridian, or, the evening redness in the West / Cormac McCarthy ; introduction by Harold Bloom.
	EDIT-Geo	99383864985806576	(OCoLC)673772884	No Geo Code; Check Bib Record for Geo Headings	Blood meridian, or, the evening redness in the West / Cormac McCarthy ; introduction by Harold Bloom.
	CHECK-ENCODING	99383864985906576	(OCoLC)35150563	Encoding level: 0	A passage to India / E.M. Forster ; with an introduction by P.N. Furbank.
	CHECK-Series490-traced	99383864985906576	(OCoLC)35150563	Series statement (traced): Everyman's library ;29	
	CHECK-ENCODING	99383864986506576	(OCoLC)60339555	Encoding level: a	Atlas shrugged / Ayn Rand.
	CHECK-ENCODING	99383865094906576		Encoding level: 7	God's Monsters: Vengeful Spirits.
	CHECK-ENCODING	99383865095006576		Encoding level: 8	An empire of laws : legal pluralism in British colonial policy / Christian R. Burset.
	EDIT-Series490-untraced	99383865095006576		Series statement (untraced): Yale Law Library series in legal history and reference	
	CHECK-ENCODING	99383865103006576		Encoding level: 8	Collecting activism, archiving Occupy Wall Street / Kylie Message.
	EDIT-Series490-untraced	99383865103006576		Series statement (untraced): Museums in focus	
	CHECK-ENCODING	99383865103506576		Encoding level: 8	World heritage and sustainable development : new directions in world heritage management / edited by Peter Bille Larsen, William Logan.
	EDIT-Series490-untraced	99383865103506576		Series statement (untraced): Key issues in cultural heritage	
	EDIT-Series490-untraced	99383865103606576		Series statement (untraced): Museum meanings	
	EDIT-Series490-untraced	99383865103706576		Series statement (untraced): Information and cultural management	
	EDIT-Series490-untraced	99383865104106576		Series statement (untraced): Natural stone and World Heritage,2640-0162 ;volume 1	
	CHECK-ENCODING	990201851840306576	(OCoLC)144221648	Encoding level: 0	Radical acts : theatre and feminist pedagogies of change / edited by Ann Elizabeth Armstrong and Kathleen Juhl.
	CHECK-ENCODING	990206640020306576	(OCoLC)00192756	Encoding level: 0	The ego and the id. Translated by Joan Riviere.
	EDIT-440	990206640020306576	(OCoLC)00192756	Series, obsolete field: The Norton Library ;N142	
	EDIT-Series490-untraced	990206640020306576	(OCoLC)00192756	Series statement (untraced): Norton libraryFMFIU	
	EDIT-Series490-untraced	990206640020306576	(OCoLC)00192756	Series statement (untraced): The Norton LibraryFSsNC	
	EDIT-Series490-untraced	990206640020306576	(OCoLC)00192756	Series statement (untraced): The Norton Library, N142FPeUFJUNFFTaSUFBoU	
	EDIT-Series490-untraced	990206640020306576	(OCoLC)00192756	Series statement (untraced): The Norton library,N. 142FUFTS	
	CHECK-MultipleSeries490	990206640020306576	(OCoLC)00192756	Check Bib record	The ego and the id. Translated by Joan Riviere.
	CHECK-ENCODING	990207181150306576	(OCoLC)68786698	Encoding level: 0	Folktales of the Jews / edited and with commentary by Dan Ben-Amos ; Dov Noy, consulting editor ; Ellen Frankel, series editor ; translated by Leonard J. Schramm ; illustrations by Ira Shander.
	EDIT-Contents	990207181150306576	(OCoLC)68786698	Enhance Contents Field	
	EDIT-Contents	990207181150306576	(OCoLC)68786698	Enhance Contents Field	
	CHECK-Sets-ISBN_020A	990207181150306576	(OCoLC)68786698	ISBN:9780827608719 (v. 3) 0827608713 (v. 3) 0827608292 (alk. paper) 9780827608306 (v. 2) 9780827608290 0827608292 (v. 1) 0827608306 (v. 2) 9780827608290 (v. 1)	
	CHECK-Sets-ISBN_020A	990207181150306576	(OCoLC)68786698	ISBN:9780827608719 (v. 3) 0827608713 (v. 3) 0827608292 (alk. paper) 9780827608306 (v. 2) 9780827608290 0827608292 (v. 1) 0827608306 (v. 2) 9780827608290 (v. 1)	
	CHECK-Sets-ISBN_020A	990207181150306576	(OCoLC)68786698	ISBN:9780827608719 (v. 3) 0827608713 (v. 3) 0827608292 (alk. paper) 9780827608306 (v. 2) 9780827608290 0827608292 (v. 1) 0827608306 (v. 2) 9780827608290 (v. 1)	
	CHECK-Sets-ISBN_020A	990207181150306576	(OCoLC)68786698	ISBN:9780827608719 (v. 3) 0827608713 (v. 3) 0827608292 (alk. paper) 9780827608306 (v. 2) 9780827608290 0827608292 (v. 1) 0827608306 (v. 2) 9780827608290 (v. 1)	
	CHECK-Sets-ISBN_020A	990207181150306576	(OCoLC)68786698	ISBN:9780827608719 (v. 3) 0827608713 (v. 3) 0827608292 (alk. paper) 9780827608306 (v. 2) 9780827608290 0827608292 (v. 1) 0827608306 (v. 2) 9780827608290 (v. 1)	
	CHECK-Sets-ISBN_020A	990207181150306576	(OCoLC)68786698	ISBN:9780827608719 (v. 3) 0827608713 (v. 3) 0827608292 (alk. paper) 9780827608306 (v. 2) 9780827608290 0827608292 (v. 1) 0827608306 (v. 2) 9780827608290 (v. 1)	
	CHECK-Sets-ISBN_020A	990207181150306576	(OCoLC)68786698	ISBN:9780827608719 (v. 3) 0827608713 (v. 3) 0827608292 (alk. paper) 9780827608306 (v. 2) 9780827608290 0827608292 (v. 1) 0827608306 (v. 2) 9780827608290 (v. 1)	
